"opportunity_id","lead_id","nam_owner","region","product_line","competitive_deal_flag","used_fasttrack_approval","status","final_stage","deal_value_usd","period","stage","entry_date","exit_date","days_in_stage"
"OPP-P1-00026","L-P1-00066","S. Patel","Midwest","Digital Signage",False,False,"Lost","Qualify","15771","P1","Qualify","2024-06-10","2024-06-11",1
"OPP-P1-00027","L-P1-00074","M. Okafor","Midwest","Digital Signage",True,False,"Lost","Qualify","23239","P1","Qualify","2024-01-02","2024-01-03",1
"OPP-P1-00028","L-P1-00075","S. Patel","West","Video Analytics",False,False,"Lost","Develop","56105","P1","Qualify","2024-05-23","2024-05-24",1
"OPP-P1-00028","L-P1-00075","S. Patel","West","Video Analytics",False,False,"Lost","Develop","56105","P1","Develop","2024-05-24","2024-05-25",1
"OPP-P1-00029","L-P1-00085","S. Patel","South","Digital Signage",False,False,"Won","Close","14889","P1","Qualify","2024-01-19","2024-03-12",53
"OPP-P1-00029","L-P1-00085","S. Patel","South","Digital Signage",False,False,"Won","Close","14889","P1","Develop","2024-03-12","2024-03-13",1
"OPP-P1-00029","L-P1-00085","S. Patel","South","Digital Signage",False,False,"Won","Close","14889","P1","Propose","2024-03-13","2024-03-28",15
"OPP-P1-00029","L-P1-00085","S. Patel","South","Digital Signage",False,False,"Won","Close","14889","P1","Close","2024-03-28","2024-03-29",1
"OPP-P1-00030","L-P1-00086","J. Sullivan","Midwest","Smart Buildings",True,False,"Lost","Propose","223678","P1","Qualify","2024-12-16","2024-12-17",1
"OPP-P1-00030","L-P1-00086","J. Sullivan","Midwest","Smart Buildings",True,False,"Lost","Propose","223678","P1","Develop","2024-12-17","2024-12-18",1
"OPP-P1-00030","L-P1-00086","J. Sullivan","Midwest","Smart Buildings",True,False,"Lost","Propose","223678","P1","Propose","2024-12-18","2025-01-12",25
"OPP-P1-00031","L-P1-00095","S. Patel","South","Digital Signage",True,False,"Lost","Propose","18464","P1","Qualify","2024-01-05","2024-01-06",1
"OPP-P1-00031","L-P1-00095","S. Patel","South","Digital Signage",True,False,"Lost","Propose","18464","P1","Develop","2024-01-06","2024-01-07",1
"OPP-P1-00031","L-P1-00095","S. Patel","South","Digital Signage",True,False,"Lost","Propose","18464","P1","Propose","2024-01-07","2024-02-03",27
"OPP-P1-00032","L-P1-00097","D. Singh","Midwest","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","8000","P1","Qualify","2024-08-02","2024-08-03",1
"OPP-P1-00032","L-P1-00097","D. Singh","Midwest","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","8000","P1","Develop","2024-08-03","2024-08-04",1
"OPP-P1-00032","L-P1-00097","D. Singh","Midwest","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","8000","P1","Propose","2024-08-04","2024-08-14",10
"OPP-P1-00033","L-P1-00107","S. Patel","Northeast","Smart Lighting",True,False,"Lost","Develop","20669","P1","Qualify","2024-10-12","2024-10-13",1
"OPP-P1-00033","L-P1-00107","S. Patel","Northeast","Smart Lighting",True,False,"Lost","Develop","20669","P1","Develop","2024-10-13","2024-10-14",1
"OPP-P1-00034","L-P1-00109","D. Singh","Northeast","Smart Buildings",False,False,"Lost","Propose","17170","P1","Qualify","2024-05-10","2024-05-11",1
"OPP-P1-00034","L-P1-00109","D. Singh","Northeast","Smart Buildings",False,False,"Lost","Propose","17170","P1","Develop","2024-05-11","2024-05-12",1
"OPP-P1-00034","L-P1-00109","D. Singh","Northeast","Smart Buildings",False,False,"Lost","Propose","17170","P1","Propose","2024-05-12","2024-06-14",33
"OPP-P1-00035","L-P1-00110","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","26980","P1","Qualify","2024-04-22","2024-04-23",1
"OPP-P1-00035","L-P1-00110","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","26980","P1","Develop","2024-04-23","2024-04-24",1
"OPP-P1-00035","L-P1-00110","L. Fitzgerald","South","Smart Buildings",False,False,"Lost","Propose","26980","P1","Propose","2024-04-24","2024-05-22",28
"OPP-P1-00036","L-P1-00111","S. Patel","Midwest","Digital Signage",True,False,"Lost","Qualify","23006","P1","Qualify","2024-11-13","2024-11-14",1
"OPP-P1-00037","L-P1-00113","M. Okafor","West","Digital Signage",False,False,"Lost","Propose","33735","P1","Qualify","2024-02-08","2024-02-09",1
"OPP-P1-00037","L-P1-00113","M. Okafor","West","Digital Signage",False,False,"Lost","Propose","33735","P1","Develop","2024-02-09","2024-02-10",1
"OPP-P1-00037","L-P1-00113","M. Okafor","West","Digital Signage",False,False,"Lost","Propose","33735","P1","Propose","2024-02-10","2024-02-27",17
"OPP-P1-00038","L-P1-00115","R. Alvarez","West","Smart Buildings",True,False,"Lost","Develop","18103","P1","Qualify","2024-04-17","2024-04-18",1
"OPP-P1-00038","L-P1-00115","R. Alvarez","West","Smart Buildings",True,False,"Lost","Develop","18103","P1","Develop","2024-04-18","2024-04-19",1
"OPP-P1-00039","L-P1-00119","T. Chen","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","48404","P1","Qualify","2024-11-07","2024-11-08",1
"OPP-P1-00039","L-P1-00119","T. Chen","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","48404","P1","Develop","2024-11-08","2024-11-09",1
"OPP-P1-00039","L-P1-00119","T. Chen","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","48404","P1","Propose","2024-11-09","2024-12-17",38
"OPP-P1-00040","L-P1-00122","M. Okafor","Northeast","Smart Buildings",False,False,"Lost","Qualify","21271","P1","Qualify","2024-08-10","2024-08-11",1
"OPP-P1-00041","L-P1-00128","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","111984","P1","Qualify","2024-05-02","2024-05-03",1
"OPP-P1-00041","L-P1-00128","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","111984","P1","Develop","2024-05-03","2024-05-04",1
"OPP-P1-00041","L-P1-00128","M. Okafor","Midwest","Smart Lighting",False,False,"Lost","Propose","111984","P1","Propose","2024-05-04","2024-05-31",27
"OPP-P1-00042","L-P1-00133","D. Singh","Northeast","Smart Mobility (EV/Parking)",False,False,"Won","Close","26543","P1","Qualify","2024-10-07","2024-10-08",1
"OPP-P1-00042","L-P1-00133","D. Singh","Northeast","Smart Mobility (EV/Parking)",False,False,"Won","Close","26543","P1","Develop","2024-10-08","2024-10-11",3
"OPP-P1-00042","L-P1-00133","D. Singh","Northeast","Smart Mobility (EV/Parking)",False,False,"Won","Close","26543","P1","Propose","2024-10-11","2024-10-16",5
"OPP-P1-00042","L-P1-00133","D. Singh","Northeast","Smart Mobility (EV/Parking)",False,False,"Won","Close","26543","P1","Close","2024-10-16","2024-10-17",1
"OPP-P1-00043","L-P1-00135","L. Fitzgerald","Midwest","Smart Buildings",False,False,"Lost","Develop","51589","P1","Qualify","2024-04-11","2024-04-12",1
"OPP-P1-00043","L-P1-00135","L. Fitzgerald","Midwest","Smart Buildings",False,False,"Lost","Develop","51589","P1","Develop","2024-04-12","2024-04-13",1
"OPP-P1-00044","L-P1-00136","K. Romano","South","Video Analytics",True,False,"Lost","Qualify","39586","P1","Qualify","2024-10-03","2024-10-11",8
"OPP-P1-00045","L-P1-00137","J. Sullivan","Northeast","Digital Signage",False,False,"Lost","Propose","12647","P1","Qualify","2024-08-28","2024-08-29",1
"OPP-P1-00045","L-P1-00137","J. Sullivan","Northeast","Digital Signage",False,False,"Lost","Propose","12647","P1","Develop","2024-08-29","2024-08-30",1
"OPP-P1-00045","L-P1-00137","J. Sullivan","Northeast","Digital Signage",False,False,"Lost","Propose","12647","P1","Propose","2024-08-30","2024-09-26",27
"OPP-P1-00046","L-P1-00140","S. Patel","West","Smart Lighting",False,False,"Lost","Develop","28147","P1","Qualify","2024-01-09","2024-01-10",1
"OPP-P1-00046","L-P1-00140","S. Patel","West","Smart Lighting",False,False,"Lost","Develop","28147","P1","Develop","2024-01-10","2024-01-11",1
"OPP-P1-00047","L-P1-00149","R. Alvarez","West","Smart Mobility (EV/Parking)",True,False,"Lost","Qualify","29436","P1","Qualify","2024-10-19","2024-10-20",1
"OPP-P1-00048","L-P1-00151","M. Okafor","South","Video Analytics",True,False,"Lost","Qualify","24190","P1","Qualify","2024-04-25","2024-04-26",1
"OPP-P1-00049","L-P1-00154","R. Alvarez","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","34503","P1","Qualify","2024-08-17","2024-08-18",1
"OPP-P1-00049","L-P1-00154","R. Alvarez","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","34503","P1","Develop","2024-08-18","2024-08-19",1
"OPP-P1-00049","L-P1-00154","R. Alvarez","West","Smart Mobility (EV/Parking)",False,False,"Lost","Propose","34503","P1","Propose","2024-08-19","2024-08-28",9
"OPP-P1-00050","L-P1-00155","K. Romano","Northeast","Digital Signage",False,False,"Lost","Qualify","52805","P1","Qualify","2024-07-13","2024-07-14",1
"OPP-P1-00051","L-P1-00161","D. Singh","South","Smart Buildings",True,False,"Lost","Propose","30606","P1","Qualify","2024-12-21","2024-12-22",1
"OPP-P1-00051","L-P1-00161","D. Singh","South","Smart Buildings",True,False,"Lost","Propose","30606","P1","Develop","2024-12-22","2024-12-23",1
"OPP-P1-00051","L-P1-00161","D. Singh","South","Smart Buildings",True,False,"Lost","Propose","30606","P1","Propose","2024-12-23","2025-01-19",27
"OPP-P1-00052","L-P1-00162","L. Fitzgerald","West","Smart Lighting",True,False,"Lost","Qualify","13581","P1","Qualify","2024-02-20","2024-02-21",1
"OPP-P1-00053","L-P1-00165","S. Patel","West","Digital Signage",False,False,"Won","Close","9729","P1","Qualify","2024-12-06","2024-12-07",1
"OPP-P1-00053","L-P1-00165","S. Patel","West","Digital Signage",False,False,"Won","Close","9729","P1","Develop","2024-12-07","2024-12-08",1
"OPP-P1-00053","L-P1-00165","S. Patel","West","Digital Signage",False,False,"Won","Close","9729","P1","Propose","2024-12-08","2024-12-17",9
"OPP-P1-00053","L-P1-00165","S. Patel","West","Digital Signage",False,False,"Won","Close","9729","P1","Close","2024-12-17","2024-12-18",1
"OPP-P1-00054","L-P1-00170","J. Sullivan","South","Video Analytics",False,False,"Lost","Qualify","8000","P1","Qualify","2024-11-27","2024-11-28",1
"OPP-P1-00055","L-P1-00171","K. Romano","Northeast","Smart Mobility (EV/Parking)",False,False,"Lost","Qualify","9420","P1","Qualify","2024-02-11","2024-02-12",1
"OPP-P1-00056","L-P1-00174","M. Okafor","West","Smart Mobility (EV/Parking)",True,False,"Lost","Close","11001","P1","Qualify","2024-08-02","2024-08-03",1
"OPP-P1-00056","L-P1-00174","M. Okafor","West","Smart Mobility (EV/Parking)",True,False,"Lost","Close","11001","P1","Develop","2024-08-03","2024-08-04",1
"OPP-P1-00056","L-P1-00174","M. Okafor","West","Smart Mobility (EV/Parking)",True,False,"Lost","Close","11001","P1","Propose","2024-08-04","2024-08-21",17
"OPP-P1-00056","L-P1-00174","M. Okafor","West","Smart Mobility (EV/Parking)",True,False,"Lost","Close","11001","P1","Close","2024-08-21","2024-08-22",1
"OPP-P1-00057","L-P1-00185","S. Patel","West","Smart Mobility (EV/Parking)",False,False,"Lost","Qualify","83671","P1","Qualify","2024-10-30","2024-10-31",1
"OPP-P1-00058","L-P1-00187","J. Sullivan","South","Smart Buildings",True,False,"Lost","Propose","36781","P1","Qualify","2024-03-17","2024-03-18",1
"OPP-P1-00058","L-P1-00187","J. Sullivan","South","Smart Buildings",True,False,"Lost","Propose","36781","P1","Develop","2024-03-18","2024-03-19",1
"OPP-P1-00058","L-P1-00187","J. Sullivan","South","Smart Buildings",True,False,"Lost","Propose","36781","P1","Propose","2024-03-19","2024-04-05",17
"OPP-P1-00059","L-P1-00191","J. Sullivan","West","Digital Signage",True,False,"Lost","Propose","82984","P1","Qualify","2024-08-18","2024-08-19",1
"OPP-P1-00059","L-P1-00191","J. Sullivan","West","Digital Signage",True,False,"Lost","Propose","82984","P1","Develop","2024-08-19","2024-08-20",1
"OPP-P1-00059","L-P1-00191","J. Sullivan","West","Digital Signage",True,False,"Lost","Propose","82984","P1","Propose","2024-08-20","2024-09-13",24
"OPP-P1-00060","L-P1-00201","K. Romano","Northeast","Smart Lighting",False,False,"Lost","Develop","25819","P1","Qualify","2024-04-23","2024-04-24",1
"OPP-P1-00060","L-P1-00201","K. Romano","Northeast","Smart Lighting",False,False,"Lost","Develop","25819","P1","Develop","2024-04-24","2024-04-25",1
"OPP-P1-00061","L-P1-00207","K. Romano","South","Smart Buildings",False,False,"Lost","Qualify","27366","P1","Qualify","2024-06-05","2026-06-23",748
"OPP-P1-00062","L-P1-00217","D. Singh","Midwest","Digital Signage",True,False,"Lost","Propose","21647","P1","Qualify","2024-01-28","2024-01-29",1
"OPP-P1-00062","L-P1-00217","D. Singh","Midwest","Digital Signage",True,False,"Lost","Propose","21647","P1","Develop","2024-01-29","2024-01-30",1
"OPP-P1-00062","L-P1-00217","D. Singh","Midwest","Digital Signage",True,False,"Lost","Propose","21647","P1","Propose","2024-01-30","2024-03-09",39
"OPP-P1-00063","L-P1-00229","L. Fitzgerald","Midwest","Smart Lighting",False,False,"Lost","Develop","12366","P1","Qualify","2024-03-04","2024-03-05",1
"OPP-P1-00063","L-P1-00229","L. Fitzgerald","Midwest","Smart Lighting",False,False,"Lost","Develop","12366","P1","Develop","2024-03-05","2024-03-06",1
"OPP-P1-00064","L-P1-00231","M. Okafor","Northeast","Digital Signage",True,False,"Lost","Propose","20715","P1","Qualify","2024-04-23","2024-04-24",1
"OPP-P1-00064","L-P1-00231","M. Okafor","Northeast","Digital Signage",True,False,"Lost","Propose","20715","P1","Develop","2024-04-24","2024-04-25",1
"OPP-P1-00064","L-P1-00231","M. Okafor","Northeast","Digital Signage",True,False,"Lost","Propose","20715","P1","Propose","2024-04-25","2024-05-26",31
"OPP-P1-00065","L-P1-00234","D. Singh","South","Digital Signage",False,False,"Lost","Develop","43964","P1","Qualify","2024-09-12","2024-09-13",1
"OPP-P1-00065","L-P1-00234","D. Singh","South","Digital Signage",False,False,"Lost","Develop","43964","P1","Develop","2024-09-13","2024-09-14",1
"OPP-P1-00066","L-P1-00235","R. Alvarez","Midwest","Video Analytics",False,False,"Lost","Propose","36523","P1","Qualify","2024-10-31","2024-11-01",1
"OPP-P1-00066","L-P1-00235","R. Alvarez","Midwest","Video Analytics",False,False,"Lost","Propose","36523","P1","Develop","2024-11-01","2024-11-02",1
"OPP-P1-00066","L-P1-00235","R. Alvarez","Midwest","Video Analytics",False,False,"Lost","Propose","36523","P1","Propose","2024-11-02","2024-11-25",23
"OPP-P1-00067","L-P1-00237","M. Okafor","Midwest","Smart Buildings",True,False,"Lost","Propose","14213","P1","Qualify","2024-12-26","2024-12-27",1
"OPP-P1-00067","L-P1-00237","M. Okafor","Midwest","Smart Buildings",True,False,"Lost","Propose","14213","P1","Develop","2024-12-27","2024-12-28",1
"OPP-P1-00067","L-P1-00237","M. Okafor","Midwest","Smart Buildings",True,False,"Lost","Propose","14213","P1","Propose","2024-12-28","2025-01-29",32
"OPP-P1-00068","L-P1-00243","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","8958","P1","Qualify","2024-04-02","2024-05-29",57
"OPP-P1-00068","L-P1-00243","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","8958","P1","Develop","2024-05-29","2024-05-30",1
"OPP-P1-00068","L-P1-00243","D. Singh","South","Smart Lighting",True,False,"Lost","Propose","8958","P1","Propose","2024-05-30","2024-06-17",18
"OPP-P1-00069","L-P1-00244","L. Fitzgerald","West","Digital Signage",False,False,"Lost","Develop","14789","P1","Qualify","2024-04-01","2024-04-02",1
"OPP-P1-00069","L-P1-00244","L. Fitzgerald","West","Digital Signage",False,False,"Lost","Develop","14789","P1","Develop","2024-04-02","2024-04-03",1
"OPP-P1-00070","L-P1-00248","J. Sullivan","Midwest","Video Analytics",False,False,"Lost","Propose","25581","P1","Qualify","2024-04-02","2024-04-03",1
"OPP-P1-00070","L-P1-00248","J. Sullivan","Midwest","Video Analytics",False,False,"Lost","Propose","25581","P1","Develop","2024-04-03","2024-04-04",1
"OPP-P1-00070","L-P1-00248","J. Sullivan","Midwest","Video Analytics",False,False,"Lost","Propose","25581","P1","Propose","2024-04-04","2024-05-09",35
"OPP-P1-00071","L-P1-00249","D. Singh","Midwest","Video Analytics",True,False,"Lost","Propose","9054","P1","Qualify","2024-12-14","2024-12-15",1
"OPP-P1-00071","L-P1-00249","D. Singh","Midwest","Video Analytics",True,False,"Lost","Propose","9054","P1","Develop","2024-12-15","2024-12-16",1
"OPP-P1-00071","L-P1-00249","D. Singh","Midwest","Video Analytics",True,False,"Lost","Propose","9054","P1","Propose","2024-12-16","2025-01-01",16
"OPP-P1-00072","L-P1-00250","J. Sullivan","West","Smart Buildings",True,False,"Lost","Develop","29146","P1","Qualify","2024-12-12","2024-12-13",1
"OPP-P1-00072","L-P1-00250","J. Sullivan","West","Smart Buildings",True,False,"Lost","Develop","29146","P1","Develop","2024-12-13","2024-12-14",1
"OPP-P1-00073","L-P1-00251","R. Alvarez","Northeast","Smart Lighting",False,False,"Lost","Develop","18948","P1","Qualify","2024-05-02","2024-05-03",1
"OPP-P1-00073","L-P1-00251","R. Alvarez","Northeast","Smart Lighting",False,False,"Lost","Develop","18948","P1","Develop","2024-05-03","2024-05-04",1
"OPP-P1-00074","L-P1-00258","S. Patel","Midwest","Smart Buildings",False,False,"Lost","Propose","38643","P1","Qualify","2024-04-22","2024-04-23",1
"OPP-P1-00074","L-P1-00258","S. Patel","Midwest","Smart Buildings",False,False,"Lost","Propose","38643","P1","Develop","2024-04-23","2024-04-24",1
"OPP-P1-00074","L-P1-00258","S. Patel","Midwest","Smart Buildings",False,False,"Lost","Propose","38643","P1","Propose","2024-04-24","2024-05-29",35
"OPP-P1-00075","L-P1-00266","S. Patel","West","Video Analytics",True,False,"Lost","Develop","28076","P1","Qualify","2024-08-31","2024-09-01",1
"OPP-P1-00075","L-P1-00266","S. Patel","West","Video Analytics",True,False,"Lost","Develop","28076","P1","Develop","2024-09-01","2024-09-02",1
"OPP-P1-00076","L-P1-00267","L. Fitzgerald","West","Video Analytics",False,False,"Lost","Develop","49810","P1","Qualify","2024-05-22","2024-05-23",1
